id,Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
622754,Loamy,5.68,50.75,0.59,0.11,27.72,82.16,1026.21,8.59,7.37,Maize,Vegetative,Rabi,Rainfed,Groundwater,9.81,No,71.5,Central,Medium
347169,Loamy,7.42,56.35,0.52,2.21,39.1,28.76,1324.27,8.77,1.52,Cotton,Sowing,Zaid,Sprinkler,Groundwater,7.25,Yes,67.67,East,Low
134558,Clay,5.59,38.26,0.46,0.16,39.03,59.1,1666.05,6.33,1.97,Rice,Flowering,Kharif,Drip,Rainwater,2.72,No,45.51,South,Medium
358405,Loamy,5.45,50.71,0.66,1.72,23.21,40.15,1626.03,10.25,14.4,Rice,Flowering,Zaid,Drip,Rainwater,5.75,No,52.85,East,Medium
319478,Clay,6.63,35.4,1.14,0.94,40.11,36.99,534.56,5.24,18.78,Wheat,Flowering,Zaid,Drip,Rainwater,3.81,Yes,108.36,Central,Medium
197742,Clay,6.46,8.23,0.94,1.54,33.38,30.25,635.78,6.48,3.9,Rice,Vegetative,Rabi,Canal,Rainwater,13.76,Yes,34.92,South,Medium
81487,Sandy,6.77,39.86,0.31,2.3,26.76,57.56,1292.0,5.08,2.35,Maize,Vegetative,Rabi,Drip,Reservoir,13.35,No,91.22,South,Low
110627,Clay,5.19,63.14,1.51,2.32,20.09,68.94,2167.36,7.96,7.07,Cotton,Sowing,Zaid,Sprinkler,River,8.94,No,16.0,West,Low
101085,Clay,8.19,28.8,1.59,1.79,35.41,61.49,884.16,10.16,11.93,Wheat,Vegetative,Kharif,Canal,Rainwater,12.35,No,27.04,West,Medium
507251,Clay,7.76,61.99,1.41,1.16,14.44,91.05,1089.9,7.49,4.6,Rice,Sowing,Rabi,Sprinkler,Groundwater,12.94,Yes,96.53,West,Low
531540,Sandy,6.7,42.02,1.07,2.74,16.76,53.84,1751.67,6.36,7.76,Sugarcane,Vegetative,Kharif,Drip,Groundwater,11.91,Yes,89.17,West,Low
617255,Clay,6.44,60.27,0.81,3.48,39.65,50.37,2321.75,7.58,7.5,Rice,Flowering,Zaid,Canal,Reservoir,10.52,Yes,116.49,North,Low
196221,Sandy,5.65,11.83,1.03,2.12,38.04,94.06,704.83,4.11,2.04,Potato,Flowering,Rabi,Sprinkler,Rainwater,11.72,Yes,73.24,South,Medium
37060,Clay,7.79,49.37,1.47,2.98,34.15,73.2,1752.24,8.1,4.46,Maize,Harvest,Zaid,Rainfed,Rainwater,9.39,Yes,39.49,East,Low
236086,Sandy,7.4,45.31,0.8,1.72,40.01,54.74,1551.64,4.51,16.71,Sugarcane,Vegetative,Zaid,Drip,Reservoir,10.76,Yes,98.57,South,Medium
219798,Clay,5.44,17.99,0.7,0.26,17.32,35.06,2166.45,7.62,13.11,Sugarcane,Harvest,Kharif,Canal,Groundwater,12.11,No,53.74,Central,Medium
192096,Loamy,5.28,9.19,0.32,1.46,37.13,46.2,676.04,5.84,17.07,Rice,Harvest,Kharif,Sprinkler,Groundwater,2.04,Yes,109.89,Central,Medium
303165,Silt,7.84,33.39,0.78,1.64,34.61,37.04,1406.5,7.09,7.78,Cotton,Harvest,Rabi,Drip,Reservoir,4.42,Yes,68.36,West,Low
270595,Clay,5.53,50.82,1.59,0.2,20.82,53.97,1780.74,6.22,8.35,Wheat,Flowering,Kharif,Rainfed,Reservoir,8.99,No,17.63,East,Low
554195,Silt,5.72,17.85,0.34,0.93,13.89,29.54,1906.82,5.88,19.18,Maize,Vegetative,Kharif,Canal,Rainwater,8.81,No,105.38,South,High
404622,Silt,5.59,59.33,0.6,1.35,37.89,59.4,2208.86,5.44,19.55,Maize,Vegetative,Zaid,Rainfed,Rainwater,12.81,No,55.64,North,Medium
226141,Loamy,6.4,56.72,1.58,2.19,23.59,81.78,1141.12,9.78,10.19,Cotton,Vegetative,Rabi,Sprinkler,River,0.92,Yes,112.04,East,Low
262706,Clay,5.52,42.72,1.32,2.69,15.45,58.59,1661.22,6.68,18.75,Sugarcane,Sowing,Rabi,Rainfed,Groundwater,6.14,Yes,51.56,West,Low
325792,Silt,5.89,30.11,0.31,0.31,35.68,26.32,2248.87,11.0,19.16,Sugarcane,Sowing,Kharif,Canal,Reservoir,3.93,No,6.66,West,Low
175746,Loamy,5.59,62.94,1.52,1.65,16.58,82.89,1317.95,9.87,10.46,Wheat,Harvest,Kharif,Sprinkler,Reservoir,11.58,Yes,100.95,South,Low
97831,Sandy,5.52,31.2,0.42,0.37,34.41,44.31,1180.09,8.19,8.67,Maize,Sowing,Rabi,Sprinkler,Groundwater,11.71,No,103.9,West,Low
70950,Sandy,6.39,52.56,1.01,0.91,16.52,88.76,822.95,4.49,4.12,Rice,Harvest,Zaid,Sprinkler,Groundwater,8.89,Yes,59.73,South,Low
581616,Sandy,7.59,52.82,0.67,2.16,24.46,92.22,1046.47,9.35,14.03,Cotton,Harvest,Kharif,Canal,Reservoir,1.24,No,90.65,Central,Low
457901,Clay,7.78,18.4,0.38,2.0,13.96,30.92,858.76,4.8,5.32,Wheat,Sowing,Zaid,Sprinkler,River,2.43,Yes,29.18,West,Low
595410,Silt,7.71,51.27,0.5,1.16,40.7,68.91,1715.04,7.72,1.97,Cotton,Flowering,Rabi,Sprinkler,Groundwater,13.53,No,86.57,West,Medium
326709,Clay,5.24,23.03,1.4,1.78,18.07,57.1,2319.43,5.69,0.68,Cotton,Vegetative,Zaid,Canal,Groundwater,5.34,Yes,115.38,West,Medium
534166,Loamy,6.39,48.7,1.04,2.02,15.45,62.8,579.3,4.45,7.61,Cotton,Harvest,Zaid,Sprinkler,Groundwater,0.92,No,33.85,West,Low
567895,Loamy,7.21,46.85,0.33,2.65,22.8,25.21,1368.99,9.8,13.74,Wheat,Harvest,Rabi,Rainfed,River,13.22,No,5.83,East,Low
119227,Sandy,6.84,54.94,0.6,1.96,38.05,44.05,801.26,6.07,1.36,Sugarcane,Harvest,Kharif,Sprinkler,River,8.66,No,30.05,West,Low
469509,Clay,6.95,33.83,1.5,2.56,22.45,40.72,2199.56,7.97,19.38,Cotton,Harvest,Zaid,Rainfed,Groundwater,10.35,No,91.52,Central,Low
54846,Sandy,5.7,37.95,1.07,3.09,30.75,85.8,1495.98,8.14,13.25,Cotton,Vegetative,Zaid,Sprinkler,Rainwater,9.91,No,62.43,West,Medium
206742,Silt,6.25,17.01,0.54,3.24,20.03,86.37,1506.03,6.12,19.37,Sugarcane,Vegetative,Kharif,Drip,Rainwater,3.29,No,46.21,West,Medium
489926,Clay,6.99,18.44,0.4,0.23,12.11,30.16,2054.16,8.36,6.06,Maize,Vegetative,Kharif,Rainfed,Groundwater,0.95,Yes,56.72,North,Medium
263159,Clay,7.62,42.74,0.49,2.97,16.85,87.73,1083.48,5.11,10.23,Cotton,Flowering,Rabi,Canal,Groundwater,8.25,Yes,54.66,Central,Low
273994,Sandy,5.52,57.93,1.32,1.61,38.48,32.72,2058.05,9.25,13.13,Maize,Harvest,Kharif,Rainfed,Groundwater,13.71,No,59.38,South,Low
513418,Sandy,7.55,47.02,0.69,0.27,35.25,40.55,2036.38,7.52,9.29,Potato,Flowering,Zaid,Canal,Reservoir,11.45,No,70.12,East,Medium
543470,Sandy,7.55,61.66,0.46,2.11,34.28,68.72,2437.46,5.65,15.64,Sugarcane,Vegetative,Zaid,Drip,River,11.71,Yes,47.57,West,Medium
157502,Silt,6.67,58.12,1.41,0.16,12.21,55.85,1589.81,5.42,11.88,Sugarcane,Vegetative,Kharif,Sprinkler,River,6.61,Yes,15.31,South,Low
448680,Sandy,5.63,59.53,1.21,2.64,30.78,91.62,1797.11,6.54,14.58,Rice,Sowing,Kharif,Canal,Reservoir,0.62,Yes,80.14,West,Low
177452,Clay,7.44,41.99,1.18,2.83,35.88,46.39,1843.23,9.51,10.15,Sugarcane,Vegetative,Zaid,Drip,Groundwater,1.83,Yes,42.22,Central,Medium
521388,Clay,6.5,30.55,0.92,1.6,28.18,80.72,1523.45,9.09,7.17,Potato,Vegetative,Zaid,Sprinkler,Groundwater,1.0,Yes,7.31,Central,Low
46935,Sandy,5.76,14.76,0.33,1.71,38.32,50.01,1635.61,10.95,19.83,Rice,Vegetative,Rabi,Canal,Groundwater,9.3,Yes,118.36,North,Medium
417087,Loamy,6.39,58.28,0.57,1.2,34.61,57.05,1415.13,7.2,6.59,Sugarcane,Flowering,Rabi,Canal,River,10.55,No,111.7,South,Medium
85444,Clay,6.1,50.53,1.2,0.83,32.05,27.84,1877.72,10.06,11.11,Potato,Harvest,Rabi,Canal,River,11.66,No,90.15,West,Low
348619,Sandy,6.89,9.05,0.42,2.29,18.93,39.4,1044.88,6.69,7.16,Cotton,Vegetative,Kharif,Sprinkler,Rainwater,2.2,Yes,88.68,South,Medium
334045,Loamy,4.9,51.27,1.08,3.01,24.63,89.42,1784.39,7.65,0.53,Sugarcane,Vegetative,Zaid,Sprinkler,Groundwater,2.67,No,85.05,West,Low
34879,Silt,7.64,10.39,0.96,1.2,20.58,79.93,1097.22,9.08,11.57,Rice,Vegetative,Kharif,Rainfed,Rainwater,5.7,Yes,103.63,Central,Medium
4046,Clay,7.11,56.51,0.76,2.58,22.94,43.32,895.08,9.12,3.39,Sugarcane,Flowering,Rabi,Drip,Reservoir,7.53,No,27.3,South,Low
45410,Silt,5.21,12.29,1.54,1.31,17.41,88.87,2106.35,9.54,18.08,Maize,Sowing,Zaid,Rainfed,Groundwater,2.04,Yes,15.23,West,Low
184909,Sandy,5.41,64.15,0.95,3.15,27.48,89.4,2183.55,9.54,6.27,Rice,Sowing,Kharif,Rainfed,River,6.99,Yes,83.5,West,Low
334109,Clay,5.23,11.13,0.61,2.05,16.46,52.09,2265.41,4.06,2.07,Cotton,Harvest,Kharif,Canal,Groundwater,6.44,Yes,95.93,South,Low
281326,Sandy,4.8,54.85,1.42,1.99,34.39,75.93,1589.81,8.34,4.13,Maize,Harvest,Kharif,Canal,Rainwater,3.75,Yes,46.76,South,Low
256555,Clay,7.62,36.88,1.48,0.65,36.88,36.05,2126.15,4.35,3.55,Sugarcane,Sowing,Rabi,Rainfed,Reservoir,11.85,Yes,12.87,West,Low
133500,Sandy,5.04,12.83,1.28,1.74,22.04,35.18,582.0,5.43,13.83,Rice,Vegetative,Zaid,Drip,Groundwater,10.49,No,104.61,East,Medium
31585,Silt,6.51,25.2,0.61,1.04,35.62,84.63,2163.31,4.08,15.52,Rice,Vegetative,Zaid,Canal,Groundwater,3.95,Yes,90.82,Central,Medium
41164,Sandy,6.13,32.82,1.3,1.32,35.01,43.8,1885.84,7.25,12.81,Maize,Vegetative,Kharif,Canal,Reservoir,6.52,Yes,62.61,North,Medium
454451,Loamy,7.53,49.91,0.92,1.41,13.0,86.18,898.65,8.16,1.69,Maize,Flowering,Rabi,Sprinkler,Rainwater,5.0,No,96.73,Central,Low
252527,Sandy,6.28,46.41,0.86,2.93,38.87,78.41,571.25,6.43,11.57,Rice,Harvest,Kharif,Sprinkler,River,0.86,No,108.19,South,Low
413162,Clay,5.76,44.79,1.07,0.45,13.36,85.24,1463.75,7.87,18.33,Sugarcane,Vegetative,Kharif,Drip,Reservoir,5.08,No,19.47,South,Medium
54069,Clay,5.22,37.3,0.46,1.86,24.46,77.39,522.23,7.86,7.0,Cotton,Sowing,Zaid,Sprinkler,Rainwater,7.15,No,48.27,Central,Low
626795,Silt,8.07,24.0,0.76,2.66,36.86,61.69,1367.85,7.87,17.36,Sugarcane,Harvest,Rabi,Rainfed,Reservoir,1.56,Yes,53.78,South,Medium
319599,Clay,7.4,59.85,0.71,1.75,35.98,32.05,924.56,6.38,0.75,Potato,Harvest,Kharif,Sprinkler,Groundwater,6.35,No,17.6,East,Low
108133,Clay,5.48,54.07,1.46,0.63,40.74,29.4,831.25,8.87,10.2,Rice,Vegetative,Kharif,Rainfed,Reservoir,13.75,No,31.21,North,Medium
248275,Silt,5.53,42.81,1.39,1.89,39.84,59.68,1421.79,7.24,6.76,Maize,Flowering,Kharif,Drip,Groundwater,5.8,No,35.6,Central,Medium
189638,Sandy,7.82,38.29,0.83,1.94,25.91,89.92,1842.1,4.11,11.57,Rice,Harvest,Kharif,Rainfed,Groundwater,9.22,No,86.56,Central,Low
303854,Sandy,5.13,35.78,0.31,0.69,25.56,85.91,2344.47,4.03,10.37,Cotton,Sowing,Kharif,Sprinkler,Rainwater,11.07,Yes,20.0,South,Low
337826,Clay,7.53,42.75,0.98,2.0,26.97,44.98,1398.68,5.14,2.86,Rice,Harvest,Kharif,Rainfed,River,8.4,No,51.85,East,Low
277572,Loamy,6.12,30.13,0.43,2.68,34.49,73.45,961.34,8.18,8.07,Rice,Flowering,Kharif,Rainfed,River,5.65,Yes,89.64,South,Low
328166,Loamy,6.56,28.47,0.92,0.38,36.15,50.49,1271.7,6.18,17.75,Maize,Sowing,Kharif,Rainfed,Rainwater,0.52,No,106.61,Central,Low
285377,Silt,5.68,9.8,0.68,0.54,15.34,83.18,629.33,4.54,2.58,Cotton,Vegetative,Kharif,Sprinkler,Groundwater,12.73,Yes,33.61,West,Medium
596063,Loamy,6.83,45.84,0.47,0.89,12.02,79.83,2317.34,8.04,8.42,Sugarcane,Harvest,Zaid,Drip,Reservoir,5.76,No,70.28,Central,Low
250185,Clay,8.02,13.01,1.33,3.34,22.59,62.24,860.31,7.57,15.92,Sugarcane,Vegetative,Rabi,Sprinkler,Rainwater,5.64,Yes,111.24,South,Medium
155720,Loamy,6.17,42.04,1.28,1.37,18.58,56.31,1869.64,10.94,10.58,Sugarcane,Flowering,Rabi,Sprinkler,Reservoir,12.49,No,100.36,Central,Medium
590220,Sandy,5.72,21.45,1.27,1.54,21.45,37.94,796.24,6.51,16.09,Rice,Vegetative,Zaid,Rainfed,Reservoir,8.65,No,34.24,West,Medium
209378,Sandy,6.84,31.04,0.85,1.05,29.02,73.84,1640.27,5.2,15.93,Rice,Sowing,Zaid,Sprinkler,River,3.3,Yes,29.05,North,Low
406827,Silt,7.05,52.46,0.93,0.9,40.8,80.82,1894.15,9.77,14.89,Cotton,Harvest,Kharif,Drip,Groundwater,11.63,Yes,40.44,East,Low
196834,Silt,4.91,20.43,0.92,1.35,35.21,81.75,911.66,5.56,8.96,Cotton,Flowering,Kharif,Sprinkler,River,12.56,Yes,101.98,South,Medium
574384,Clay,5.83,46.94,0.98,2.99,22.4,47.06,2167.54,5.48,10.88,Sugarcane,Flowering,Kharif,Rainfed,River,10.08,Yes,16.35,South,Low
543604,Sandy,6.01,30.55,0.45,3.4,40.64,92.51,2355.75,6.3,0.61,Potato,Harvest,Rabi,Canal,Groundwater,8.65,Yes,31.02,West,Low
272894,Clay,6.05,8.54,0.77,1.41,16.35,66.08,914.43,7.63,8.25,Maize,Vegetative,Rabi,Rainfed,Reservoir,13.22,No,23.69,East,Medium
570279,Sandy,5.81,59.2,0.89,0.45,35.28,25.17,1848.92,6.13,15.21,Maize,Vegetative,Rabi,Drip,Groundwater,12.56,Yes,17.21,East,Medium
436414,Sandy,7.23,15.18,1.08,0.93,16.51,79.34,77.27,7.19,13.9,Maize,Sowing,Zaid,Drip,Groundwater,5.32,No,6.12,South,Medium
43664,Clay,6.52,53.2,0.8,2.77,19.13,60.14,1578.09,6.35,14.57,Wheat,Sowing,Kharif,Sprinkler,Reservoir,0.78,Yes,76.26,West,Low
612731,Loamy,5.36,14.06,0.95,2.47,22.21,54.68,2178.54,8.79,16.37,Potato,Flowering,Zaid,Sprinkler,Reservoir,0.4,No,92.11,East,Medium
465732,Sandy,7.61,46.7,1.2,2.13,37.56,39.87,2115.02,9.64,3.35,Cotton,Flowering,Rabi,Canal,Reservoir,14.16,No,105.24,East,Medium
83068,Clay,6.06,25.86,1.2,1.74,26.7,44.46,1210.36,10.66,4.96,Potato,Sowing,Zaid,Sprinkler,Rainwater,6.3,No,18.6,South,Low
445717,Loamy,6.25,20.79,0.74,3.25,22.63,45.06,782.74,6.39,18.23,Potato,Sowing,Zaid,Rainfed,River,13.22,Yes,100.86,North,Low
541779,Loamy,6.21,9.25,1.03,2.16,37.55,65.56,1565.27,7.03,14.03,Rice,Harvest,Kharif,Sprinkler,Reservoir,3.91,No,82.09,North,Medium
108571,Clay,6.39,55.8,0.38,1.66,38.58,60.65,1386.81,9.13,15.73,Wheat,Vegetative,Zaid,Drip,River,2.85,No,62.22,North,Medium
622955,Loamy,7.99,36.11,1.34,0.31,26.92,52.23,2248.37,6.05,4.36,Sugarcane,Flowering,Kharif,Sprinkler,Groundwater,3.31,No,41.04,South,Low
78874,Sandy,5.92,8.22,1.17,2.64,28.91,68.97,1061.21,8.36,8.98,Rice,Sowing,Zaid,Canal,Groundwater,10.41,No,106.21,Central,Medium
70188,Loamy,6.39,39.0,1.48,2.93,21.15,30.92,1744.48,7.55,10.53,Maize,Flowering,Rabi,Rainfed,River,13.52,No,111.07,Central,Medium
405720,Sandy,7.79,14.97,1.2,2.46,33.35,71.58,1380.57,5.67,16.15,Potato,Flowering,Kharif,Canal,Groundwater,4.81,Yes,54.16,West,Medium
12628,Sandy,7.32,41.94,1.1,2.13,18.27,92.03,1475.78,10.35,19.03,Wheat,Vegetative,Zaid,Canal,Groundwater,12.25,No,118.86,East,Medium
457846,Clay,7.61,51.91,1.22,0.18,32.59,82.58,2330.01,7.53,16.88,Sugarcane,Sowing,Kharif,Sprinkler,Rainwater,10.52,Yes,82.96,West,Low
72237,Clay,7.46,32.89,1.58,1.72,29.97,76.53,2423.88,7.89,6.45,Sugarcane,Sowing,Kharif,Drip,Rainwater,11.02,Yes,112.53,East,Low
324633,Sandy,6.53,22.22,0.43,3.41,21.02,77.24,775.21,10.93,7.1,Wheat,Vegetative,Rabi,Rainfed,River,2.43,Yes,82.71,West,Medium
298020,Loamy,6.74,42.02,0.95,2.7,37.31,87.11,1575.25,8.44,5.58,Potato,Sowing,Rabi,Sprinkler,Groundwater,9.33,Yes,108.7,East,Low
523000,Clay,6.95,29.23,1.22,0.75,18.63,37.04,1631.18,5.48,19.26,Wheat,Harvest,Rabi,Canal,Rainwater,12.29,Yes,51.46,Central,Low
204879,Silt,5.84,48.39,0.76,0.89,17.02,77.08,1594.03,7.0,14.74,Potato,Harvest,Zaid,Rainfed,River,5.4,No,74.39,Central,Low
476475,Loamy,5.59,42.03,0.54,1.24,13.79,87.58,1528.56,7.59,2.78,Sugarcane,Vegetative,Rabi,Canal,Groundwater,12.8,Yes,86.58,West,Low
618215,Loamy,6.46,55.47,1.03,3.12,22.51,54.45,1143.3,7.61,11.98,Rice,Flowering,Kharif,Sprinkler,Groundwater,3.1,No,78.61,East,Medium
266685,Sandy,6.7,35.91,1.53,2.76,18.67,69.17,2424.26,5.74,10.87,Maize,Sowing,Rabi,Drip,Groundwater,2.56,No,31.55,East,Low
180193,Silt,6.16,10.29,0.6,0.55,17.72,63.88,1516.56,5.18,10.29,Sugarcane,Flowering,Rabi,Drip,Reservoir,13.66,Yes,34.95,South,Medium
225517,Silt,7.97,46.43,0.7,0.53,16.52,76.31,2089.68,7.63,18.33,Wheat,Harvest,Zaid,Sprinkler,Reservoir,5.3,No,107.1,South,Low
372362,Silt,5.39,37.46,0.95,3.24,23.23,70.5,1494.12,7.76,9.65,Wheat,Vegetative,Zaid,Rainfed,River,10.91,No,70.06,Central,Low
621319,Clay,5.73,38.86,1.05,0.91,24.36,83.41,1170.44,8.74,12.44,Maize,Vegetative,Kharif,Drip,Reservoir,4.14,Yes,12.51,North,Low
453089,Sandy,7.75,10.87,1.12,3.05,20.55,71.33,1250.06,6.05,13.04,Rice,Vegetative,Zaid,Sprinkler,River,7.45,Yes,18.22,North,High
347744,Clay,5.68,9.2,0.93,0.41,31.43,94.58,981.41,5.92,9.12,Rice,Flowering,Rabi,Rainfed,Reservoir,4.99,Yes,33.26,South,Medium
186916,Silt,5.21,16.48,0.5,1.35,12.1,42.99,1762.07,8.64,0.97,Potato,Vegetative,Rabi,Drip,Rainwater,3.99,No,104.84,South,Medium
154911,Sandy,7.08,12.29,1.16,2.79,31.47,40.37,1022.84,9.02,13.13,Wheat,Flowering,Zaid,Canal,River,5.69,Yes,89.77,West,Medium
269219,Silt,6.54,52.16,0.81,1.5,28.62,30.33,914.1,9.14,6.14,Cotton,Harvest,Kharif,Rainfed,Rainwater,4.34,No,112.04,South,Low
230611,Loamy,5.44,12.64,1.26,1.37,30.28,56.8,1180.28,5.48,16.32,Sugarcane,Harvest,Rabi,Sprinkler,Groundwater,6.14,Yes,109.13,East,Medium
332548,Sandy,5.44,58.32,0.64,2.64,25.57,80.31,1209.29,4.72,11.13,Maize,Harvest,Kharif,Rainfed,Reservoir,10.63,No,21.87,East,Low
180942,Loamy,5.26,21.91,0.9,3.18,17.5,75.14,657.16,9.35,3.66,Potato,Sowing,Zaid,Sprinkler,River,0.75,Yes,72.94,North,Low
541258,Silt,6.78,31.22,0.92,2.63,27.84,77.53,2129.5,6.22,15.39,Potato,Sowing,Zaid,Sprinkler,Rainwater,9.51,No,86.56,Central,Low
6947,Loamy,7.43,35.97,1.27,2.57,40.44,69.41,1239.63,7.49,9.03,Wheat,Harvest,Rabi,Sprinkler,River,11.54,Yes,108.17,East,Low
107750,Sandy,6.99,49.86,0.42,2.63,26.07,29.88,1575.51,10.41,2.31,Cotton,Vegetative,Kharif,Sprinkler,Groundwater,7.86,No,111.28,South,Low
82615,Loamy,5.05,50.84,1.24,1.17,12.58,54.95,2499.58,10.28,7.19,Cotton,Sowing,Rabi,Canal,River,2.38,Yes,26.3,East,Low
171007,Clay,7.16,47.4,0.43,2.64,39.77,38.38,1177.39,9.92,10.64,Rice,Sowing,Kharif,Drip,River,6.46,Yes,13.45,North,Low
135240,Silt,6.85,58.69,0.97,2.35,22.64,25.72,466.6,10.76,4.89,Maize,Sowing,Rabi,Drip,Groundwater,0.65,No,12.04,South,Low
530463,Sandy,5.39,10.29,1.19,0.52,20.34,73.42,1210.23,9.64,13.01,Cotton,Harvest,Zaid,Canal,Rainwater,11.77,Yes,43.02,East,Low
485563,Silt,7.63,22.36,1.53,0.24,17.31,57.54,1598.96,6.22,9.67,Maize,Harvest,Rabi,Drip,River,6.62,No,51.34,North,Low
580596,Loamy,4.83,57.82,0.33,0.87,20.69,38.49,587.09,6.07,15.93,Wheat,Sowing,Kharif,Sprinkler,Rainwater,13.47,Yes,29.12,East,Low
172376,Loamy,5.7,45.7,1.27,3.13,17.68,89.78,642.23,5.24,18.96,Potato,Flowering,Kharif,Sprinkler,Rainwater,9.78,No,105.8,South,Medium
431214,Clay,5.02,13.64,1.08,2.79,33.48,92.57,2312.13,5.45,3.77,Maize,Flowering,Rabi,Canal,River,3.96,No,103.23,Central,Medium
265975,Clay,6.33,32.46,0.58,1.01,29.68,59.04,646.63,5.8,5.85,Sugarcane,Flowering,Zaid,Rainfed,Groundwater,3.54,Yes,47.89,East,Low
445937,Silt,7.91,36.63,0.55,2.09,34.03,45.08,2200.49,6.44,6.97,Cotton,Harvest,Zaid,Canal,Groundwater,9.54,Yes,109.92,North,Low
112159,Clay,6.68,27.17,1.44,0.96,39.31,92.9,1049.04,6.94,9.22,Potato,Harvest,Kharif,Canal,Reservoir,8.2,No,42.98,South,Low
486591,Sandy,5.94,48.54,1.34,2.9,16.51,88.38,868.18,8.86,13.23,Wheat,Flowering,Zaid,Canal,Reservoir,5.51,No,52.45,North,Medium
387791,Silt,5.96,46.18,1.46,1.02,37.87,46.43,2349.96,8.25,18.08,Cotton,Vegetative,Kharif,Canal,River,0.91,No,11.44,North,Medium
247857,Loamy,6.65,47.51,1.48,0.67,24.77,48.23,1036.23,8.54,17.46,Potato,Harvest,Zaid,Rainfed,Rainwater,11.36,Yes,108.35,West,Low
151878,Sandy,7.5,8.37,0.37,1.29,35.56,87.54,2356.97,9.13,18.52,Cotton,Flowering,Zaid,Sprinkler,Reservoir,12.96,Yes,6.16,North,Medium
476543,Sandy,6.04,49.36,0.7,1.19,39.21,94.81,2194.81,6.24,6.7,Maize,Flowering,Rabi,Rainfed,Groundwater,2.59,No,27.68,East,Medium
166776,Clay,5.5,24.07,1.16,1.77,32.09,81.69,2433.9,4.3,11.16,Maize,Harvest,Kharif,Canal,River,12.74,Yes,15.52,Central,Medium
475095,Loamy,5.98,20.75,0.58,2.86,39.97,38.72,2307.53,7.15,2.21,Rice,Sowing,Kharif,Canal,Rainwater,7.82,No,66.06,Central,Medium
163531,Sandy,7.37,43.1,0.39,0.91,15.35,45.91,1632.68,4.54,4.66,Wheat,Sowing,Rabi,Sprinkler,River,2.93,No,76.02,South,Low
132651,Clay,5.84,34.28,0.81,0.73,29.2,93.42,2440.3,7.87,17.62,Potato,Sowing,Kharif,Sprinkler,Rainwater,13.27,Yes,96.2,East,Low
360202,Sandy,6.18,44.72,0.73,2.23,18.8,29.85,2129.5,8.99,13.3,Wheat,Vegetative,Rabi,Drip,River,6.3,Yes,114.73,East,Low
292465,Sandy,6.34,61.89,1.42,2.64,21.75,39.58,786.98,9.99,7.86,Potato,Harvest,Kharif,Canal,Groundwater,7.56,Yes,57.15,West,Low
95609,Sandy,5.48,24.29,1.33,3.09,16.44,41.58,1681.02,10.76,1.52,Maize,Flowering,Zaid,Sprinkler,River,14.78,No,35.34,South,Medium
260510,Sandy,6.14,58.98,0.43,0.39,29.42,35.28,1642.58,5.25,7.7,Wheat,Harvest,Rabi,Sprinkler,River,0.78,Yes,6.51,South,Low
159764,Clay,8.14,17.09,0.47,2.78,39.95,81.77,803.69,8.13,8.8,Potato,Vegetative,Zaid,Canal,River,11.96,No,74.29,West,Medium
3983,Loamy,4.93,13.26,1.39,0.12,18.45,42.75,518.3,7.85,19.21,Cotton,Sowing,Rabi,Rainfed,Groundwater,1.2,No,5.12,North,Medium
68480,Clay,7.9,46.91,0.97,1.29,21.36,35.51,1065.12,9.93,12.35,Maize,Flowering,Rabi,Canal,Reservoir,9.77,Yes,116.84,East,Low
101761,Sandy,6.93,13.97,0.31,2.78,27.54,71.68,1379.74,7.57,11.54,Maize,Harvest,Kharif,Rainfed,River,11.12,No,74.18,West,Medium
53222,Loamy,8.0,48.02,0.9,0.61,33.49,72.86,1769.61,6.09,9.91,Cotton,Vegetative,Zaid,Rainfed,Reservoir,10.08,No,42.89,North,Medium
491921,Sandy,6.33,64.9,1.16,1.98,17.88,78.41,1476.03,4.75,9.67,Wheat,Sowing,Zaid,Sprinkler,Groundwater,6.57,No,68.19,West,Low
110583,Clay,5.43,56.56,1.33,1.6,33.68,78.9,2250.6,7.58,3.26,Wheat,Harvest,Rabi,Canal,River,3.95,Yes,34.95,North,Low
52232,Sandy,8.06,9.39,1.35,0.4,36.05,43.34,1774.25,8.87,19.35,Maize,Flowering,Kharif,Rainfed,Groundwater,8.91,No,2.04,South,High
372773,Silt,5.46,43.36,0.84,2.99,33.66,87.23,1827.24,8.95,14.66,Sugarcane,Flowering,Rabi,Canal,River,5.07,No,112.84,Central,Medium
323858,Clay,6.79,13.31,1.22,2.88,38.77,93.77,1586.15,9.73,11.83,Sugarcane,Sowing,Kharif,Rainfed,Groundwater,9.32,No,105.21,East,Medium
281760,Loamy,5.59,55.59,1.39,3.42,18.58,52.47,526.86,8.98,3.53,Rice,Flowering,Rabi,Canal,Reservoir,11.19,No,66.69,Central,Low
119594,Silt,4.86,28.88,1.37,1.21,18.08,94.73,1418.45,6.51,17.83,Potato,Sowing,Rabi,Rainfed,Rainwater,9.11,Yes,99.91,Central,Low
170199,Sandy,7.77,32.58,1.18,3.33,31.34,70.54,725.65,7.01,14.34,Potato,Sowing,Kharif,Sprinkler,Groundwater,3.11,No,97.34,West,Low
